,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
83849,gdb_83850,CN1C2CCOC(=N)C12,2.19197,1.87999,1.34514,3.4538,77.25,-0.233,0.0078,0.2409,1025.3382,0.161298,-419.189432,-419.181396,-419.180452,-419.221982,31.018,-1803.3159114211,-1815.1595162871,-1825.828424305,-1673.870217356
83850,gdb_83851,CN1C2CCOC(=O)C12,2.17425,1.92563,1.34445,4.2282,71.89,-0.2433,-0.007,0.2363,1004.6733,0.14903,-439.088888,-439.080978,-439.080033,-439.121391,30.14,-1752.49458502,-1763.5287032761,-1773.60398778,-1629.756962165
83867,gdb_83868,CC1C2CCOC(C)C12,1.99885,1.79525,1.2998,1.1776,85.05,-0.2409,0.0773,0.3182,1129.0826,0.207382,-388.293205,-388.284406,-388.283462,-388.326029,34.945,-2165.3001256521,-2180.2204071451,-2193.261299183,-2009.9006593471
83878,gdb_83879,CC1COCC2C1N2C,2.22601,1.61252,1.24608,1.1494,81.96,-0.2177,0.0856,0.3033,1137.9213,0.195561,-404.322672,-404.313969,-404.313025,-404.355508,34.035,-2035.1867620111,-2049.278104115,-2061.726000148,-1886.172199781
83886,gdb_83887,OC1C2COCC(O)C12,2.08327,1.89143,1.33388,3.3093,69.85,-0.2371,0.0515,0.2886,1018.5654,0.161121,-460.137848,-460.129801,-460.128857,-460.170054,31.891,-1795.1457442411,-1806.982446508,-1817.651354526,-1665.588353574
83890,gdb_83891,CC1C2CCNC12C#N,2.32526,1.54025,1.19918,3.8859,81.01,-0.2299,0.0243,0.2542,1113.9017,0.161117,-382.075282,-382.06689,-382.065945,-382.108093,32.139,-1868.361611834,-1879.9824510051,-1890.650731514,-1739.3357212901
83906,gdb_83907,NC1C2CCNC12C#N,2.40836,1.53208,1.21435,3.2236,78.01,-0.224,0.0214,0.2454,1081.7423,0.150594,-398.120631,-398.112519,-398.111575,-398.153097,31.418,-1748.214346131,-1759.1217075691,-1769.197619582,-1625.349338949
83912,gdb_83913,OC1C2CCNC12C#N,2.4966,1.52476,1.23953,3.6687,73.48,-0.246,0.0125,0.2585,1051.2487,0.138109,-418.002159,-417.994437,-417.993493,-418.034319,30.028,-1686.143038378,-1696.4065755821,-1705.88949159,-1569.8235775751
83925,gdb_83926,CC1C2OCOC12C=O,2.52536,1.53938,1.23104,2.8629,70.08,-0.2506,-0.0264,0.2242,1058.1722,0.134555,-458.94706,-458.93866,-458.937716,-458.980407,30.397,-1675.7671770631,-1685.6052631651,-1695.0881791731,-1560.2967359371
83931,gdb_83932,OC1C2COCC12C=O,2.68001,1.42772,1.22987,2.7331,69.48,-0.2481,-0.0268,0.2213,1054.709,0.136326,-458.95751,-458.949656,-458.948712,-458.989917,29.854,-1682.3246461131,-1692.505352129,-1701.988268137,-1566.264346527
83948,gdb_83949,CC1C2COCC1C2C,2.1985,1.61225,1.36742,1.4788,84.81,-0.2396,0.0822,0.3218,1120.2915,0.207294,-388.284631,-388.275875,-388.274931,-388.317737,34.324,-2159.919863486,-2174.867127866,-2187.908019904,-2004.6973547191
83955,gdb_83956,OC1C2CCCC1C2O,2.16466,1.63189,1.39682,2.5111,76.53,-0.2496,0.0611,0.3106,1063.1372,0.184884,-424.219104,-424.21087,-424.209926,-424.251211,33.329,-1982.4678483941,-1995.964939475,-2007.819839503,-1839.7333962361
83963,gdb_83964,CN1C2COCC1C=C2,2.63642,1.71614,1.65655,1.353,78.51,-0.2165,0.0135,0.23,961.784,0.173769,-403.133684,-403.126358,-403.125414,-403.16485,30.204,-1916.937711033,-1930.116027542,-1941.377931565,-1780.246170545
83974,gdb_83975,CC1N2CCCC2C1=O,2.30899,1.76338,1.29255,2.115,78.25,-0.2208,-0.022,0.1988,1059.0911,0.172152,-403.157004,-403.148813,-403.147868,-403.189831,31.642,-1931.571220913,-1944.2067421371,-1955.468018651,-1795.9219728741
83980,gdb_83981,OC1C2CCOC2C1=O,2.49835,1.73652,1.35877,1.993,66.94,-0.2382,-0.0439,0.1943,977.1399,0.136534,-458.961211,-458.953354,-458.95241,-458.993917,29.512,-1684.6470569221,-1694.825880411,-1704.308796419,-1568.7743825271
83999,gdb_84000,CC12COCOC1C2O,2.20602,1.72643,1.45778,2.5694,70.52,-0.2314,0.082,0.3133,1015.0202,0.159411,-460.140071,-460.131626,-460.130682,-460.172668,32.448,-1796.5406967481,-1808.1276504331,-1818.796558451,-1667.2286621
84001,gdb_84002,CC12OCCOC1C2O,2.17976,1.77635,1.4617,1.9348,71.06,-0.2162,0.0662,0.2824,1012.761,0.159031,-460.128702,-460.120349,-460.119405,-460.16111,32.597,-1789.4065469271,-1801.05123144,-1811.720139458,-1659.9759130781
84015,gdb_84016,CC1C2OCOCC12O,2.13965,1.70912,1.43363,1.6264,70.86,-0.2438,0.0678,0.3116,1026.1345,0.159292,-460.139245,-460.130825,-460.129881,-460.171765,32.595,-1796.0223743141,-1807.625015724,-1818.293923742,-1666.662021473
84020,gdb_84021,OC1C2CCOCC12O,2.19507,1.64837,1.45562,1.2248,70.25,-0.2245,0.0644,0.2889,1018.4106,0.160396,-460.141507,-460.133415,-460.13247,-460.173578,32.38,-1797.4417996721,-1809.250264034,-1819.918544543,-1667.7996952901
84030,gdb_84031,CC1C2COCCCN12,2.69956,1.39897,1.13758,1.7776,82.35,-0.217,0.0793,0.2962,1177.0537,0.196167,-404.319807,-404.311383,-404.310439,-404.352442,33.354,-2033.3889487261,-2047.655365841,-2060.103261874,-1884.248257187
84040,gdb_84041,OC1C2CCOCOC12,2.62784,1.5536,1.26179,2.4839,70.88,-0.2373,0.0759,0.3132,1052.3385,0.161229,-460.137322,-460.129626,-460.128681,-460.169342,30.667,-1794.8156745071,-1806.872632433,-1817.540912942,-1665.141567166
84057,gdb_84058,OC1C=C(C#N)C2CC12,3.43345,1.21132,0.99705,4.044,77.09,-0.2571,-0.0513,0.2058,1159.9418,0.125328,-400.754644,-400.746848,-400.745903,-400.787031,29.705,-1679.771939501,-1689.101115804,-1697.990408298,-1570.588511046
84065,gdb_84066,CC1=CC(O)C(O)C1=O,2.44324,1.56919,1.06788,2.1344,71.13,-0.2568,-0.0587,0.1981,1124.133,0.135108,-458.996209,-458.987405,-458.986461,-459.029795,32.524,-1706.6086169041,-1716.1931893701,-1725.6761053781,-1591.288150429
84075,gdb_84076,CC1C=C(C)C(C)C1=O,2.24982,1.49033,1.00447,2.6045,85.27,-0.2357,-0.0143,0.2214,1260.0673,0.180785,-387.141036,-387.131258,-387.130314,-387.175671,36.185,-2070.155328545,-2082.6841732391,-2094.539073267,-1929.2632428111
84087,gdb_84088,CC1C(O)C=C(C)C1O,2.31026,1.44762,1.01017,1.4872,80.24,-0.2459,0.0095,0.2555,1233.2351,0.181793,-424.240802,-424.231167,-424.230223,-424.274855,36.91,-1996.083538676,-2008.7014896481,-2020.556389676,-1854.570219032
84093,gdb_84094,CC1=CC(O)C2CC12C,2.50971,1.47958,1.09452,2.1311,84.14,-0.2238,0.0158,0.2396,1186.1859,0.18191,-387.096354,-387.08719,-387.086246,-387.129515,35.694,-2042.1169714071,-2055.0311066271,-2066.886006655,-1900.2999374071
84108,gdb_84109,CC1C=C(C)C2NC12C,2.47429,1.45965,1.11113,1.5487,88.54,-0.2204,0.0238,0.2443,1220.6476,0.193811,-367.213884,-367.204573,-367.203629,-367.247202,36.135,-2103.5971656821,-2117.3076098231,-2129.755505856,-1955.1410864621
84113,gdb_84114,CC1C=C(C)C2CC1C2,2.38428,1.60197,1.18596,0.2177,91.48,-0.2205,0.0288,0.2493,1174.4094,0.207602,-351.166688,-351.158267,-351.157323,-351.199045,34.27,-2222.5854222621,-2237.7435296661,-2250.784421704,-2067.1489329261
84124,gdb_84125,CC1C=C(C)CC1(C)O,2.34489,1.32286,1.0555,1.398,87.9,-0.2259,0.0303,0.2562,1287.5559,0.204016,-388.318477,-388.308484,-388.30754,-388.352451,38.939,-2181.1585331,-2195.3295688471,-2208.370460885,-2026.480702145
84139,gdb_84140,CC1N=C(C)OC1C#N,2.64099,1.3815,1.03719,3.0536,74.14,-0.2679,-0.0011,0.2668,1174.6055,0.135483,-418.048093,-418.039175,-418.038231,-418.082472,31.841,-1714.967036784,-1724.480073224,-1733.962989232,-1600.040018452
84141,gdb_84142,CC1N=C(N)OC1C#C,2.58156,1.41918,1.05166,1.3529,75.55,-0.2265,0.0229,0.2494,1157.7193,0.135634,-417.998532,-417.989691,-417.988747,-418.032293,33.306,-1683.867063235,-1693.428417868,-1702.911333876,-1568.552244341
84157,gdb_84158,CC1=CC(O)C(=O)CC1,2.63048,1.35728,0.97707,3.3408,78.26,-0.2443,-0.0236,0.2207,1230.2017,0.159022,-423.066927,-423.058179,-423.057235,-423.100309,33.225,-1887.3180312151,-1898.715477182,-1909.3843852,-1758.754614804
84169,gdb_84170,CC1=CN(C(=O)NC1)C,2.94198,1.34422,0.93882,3.3003,81.66,-0.1977,0.0174,0.2151,1252.9557,0.160142,-419.268841,-419.259418,-419.258474,-419.30404,33.528,-1853.145773602,-1864.119023485,-1874.787931503,-1725.362350878
84177,gdb_84178,OC1C=C(C=O)C2CC12,3.49525,1.18832,0.98109,3.37,76.68,-0.2495,-0.0624,0.1871,1185.4679,0.135916,-421.827605,-421.81955,-421.818605,-421.860359,30.45,-1737.4839422311,-1747.5391464471,-1757.021434946,-1621.8974119401
84188,gdb_84189,CN1C=C(CC1=O)C#C,3.96063,1.06423,0.84773,2.579,85.79,-0.2057,-0.0284,0.1773,1305.0035,0.123242,-400.770636,-400.761908,-400.760964,-400.804092,31.975,-1689.8070634291,-1698.5514013441,-1707.441321347,-1581.2944420951
84199,gdb_84200,CC1N=C(NC1=N)C=O,3.29728,1.19004,0.92055,0.5421,74.94,-0.2446,-0.0857,0.1589,1230.3335,0.124495,-434.106512,-434.09807,-434.097126,-434.139885,30.697,-1603.021313711,-1611.943864182,-1620.833784185,-1493.840395292
84203,gdb_84204,OC1C=C(CC1=O)C=O,3.57605,1.07513,0.85778,1.9196,70.26,-0.2658,-0.0768,0.189,1261.0624,0.110898,-457.797766,-457.789497,-457.788553,-457.831097,29.962,-1582.4264683311,-1590.569652624,-1598.866576622,-1480.3169488331
84215,gdb_84216,CC1C=C2C=CC3C2N13,3.02603,1.76149,1.60845,1.3648,81.74,-0.2,-0.0274,0.1726,922.2824,0.148493,-364.723082,-364.715977,-364.715033,-364.754227,29.138,-1796.299733292,-1807.8402513111,-1817.916163324,-1673.2220005591
84220,gdb_84221,CC1C=C2CC3(O)C1C23,2.9507,1.52895,1.29323,1.7344,82.53,-0.2079,-0.0321,0.1759,1048.5152,0.158673,-385.786842,-385.779022,-385.778077,-385.818561,31.931,-1848.238025713,-1860.2184275411,-1870.88670805,-1718.8870855071
84230,gdb_84231,CC1C=C2CN3C1C23C,3.05819,1.50468,1.33749,0.8578,86.51,-0.206,-0.033,0.173,1068.3546,0.170341,-365.900986,-365.892796,-365.891852,-365.933147,32.586,-1907.593474514,-1920.230250756,-1931.492154779,-1771.7823291531
84246,gdb_84247,CC1N=C2OC3C2C13O,2.56769,1.99398,1.36916,2.9022,69.67,-0.2224,-0.0527,0.1698,935.282,0.121589,-437.742776,-437.735105,-437.734161,-437.77438,30.525,-1535.648809926,-1545.055797345,-1553.945717348,-1425.718018252
84253,gdb_84254,OC1C=C2CC3OC1C23,3.33605,1.75257,1.51333,2.3593,73.69,-0.2309,-0.018,0.2129,900.1306,0.137675,-421.753763,-421.74723,-421.746286,-421.784376,27.38,-1691.1474226531,-1702.1576955671,-1711.640611575,-1574.217395593
84268,gdb_84269,OC1C=C2CNC2C1=O,3.26296,1.46797,1.11031,3.509,71.86,-0.2363,-0.0267,0.2096,1060.7145,0.124847,-437.85055,-437.842976,-437.842032,-437.882598,29.129,-1603.277964892,-1612.745820684,-1621.635740687,-1493.625787214
84275,gdb_84276,CC1C=C2COC2C1O,3.18178,1.43854,1.1665,2.5032,77.85,-0.2353,0.0063,0.2416,1098.2909,0.159042,-422.981761,-422.973441,-422.972497,-423.014351,32.133,-1833.8755997211,-1845.54161954,-1856.210527558,-1704.815196182
84285,gdb_84286,OC1C=C2CCC3C1C23,2.97807,1.61374,1.48052,2.051,80.3,-0.2301,-0.0093,0.2209,973.9004,0.16198,-385.848983,-385.841936,-385.840992,-385.880105,29.424,-1887.232062482,-1899.6975287671,-1910.366436785,-1757.506499403
84291,gdb_84292,CC1C=CC(=O)C1(C)O,2.30849,1.66998,1.23172,3.0088,77.29,-0.2412,-0.0538,0.1874,1080.9776,0.15806,-423.067086,-423.058112,-423.057168,-423.100344,34.49,-1887.4178051461,-1898.6734340791,-1909.342342097,-1758.7765776191
84305,gdb_84306,CC1C=CC(=N)N1C=O,2.33056,1.71057,1.0618,6.1151,78.8,-0.2407,-0.0431,0.1976,1114.9348,0.136514,-418.050633,-418.042348,-418.041404,-418.083662,30.761,-1716.560909644,-1726.4711592811,-1735.954075289,-1600.7867541621
84318,gdb_84319,OC1C=CC(=O)C2NC12,3.24607,1.45708,1.11432,2.3509,71.17,-0.2449,-0.0592,0.1857,1051.143,0.126176,-437.884884,-437.877483,-437.876539,-437.916862,28.815,-1624.8228588981,-1634.399273747,-1643.28919375,-1515.12675559
84326,gdb_84327,CN1C=CC(=O)[CH-]C1=[NH2+],3.18165,1.36704,0.96369,7.4632,80.81,-0.2021,-0.0005,0.2016,1177.8771,0.138132,-418.062781,-418.05456,-418.053615,-418.095372,31.46,-1724.183888976,-1734.134299189,-1743.616587688,-1608.134884552
84330,gdb_84331,[NH3+][C-]1C=CC(=O)OC1=N,3.12283,1.42693,0.98483,5.4995,75.79,-0.197,-0.0341,0.1629,1124.0273,0.113737,-454.007539,-453.999477,-453.998532,-454.039857,30.998,-1553.1858039491,-1561.4582550961,-1569.7545515851,-1450.0804276681
84349,gdb_84350,CC1C=CC(C#N)C1C,2.09638,1.55839,1.27558,3.9897,83.34,-0.2642,-0.0019,0.2623,1119.4002,0.1716,-366.047045,-366.038117,-366.037173,-366.080456,33.944,-1999.2468115451,-2011.4204861451,-2022.682390168,-1864.2200524341
84358,gdb_84359,CC1(C=CN(C1=O)C)C,2.58265,1.49878,1.2018,2.9627,81.89,-0.2086,0.0021,0.2106,1136.256,0.169887,-403.204891,-403.195318,-403.194374,-403.238839,35.465,-1961.620744396,-1973.389048182,-1984.650952205,-1826.674933946
84368,gdb_84369,CC1C=CC(C)(O)C1C,2.23029,1.57432,1.23786,1.1976,86.67,-0.243,0.0162,0.2593,1164.6678,0.204274,-388.312086,-388.302122,-388.301177,-388.345849,38.86,-2177.1481230811,-2191.3373565891,-2204.377621118,-2022.3378877271
84370,gdb_84371,CC1(C)C(O)C=CC1O,2.17944,1.58594,1.20664,1.4517,78.72,-0.2562,0.0004,0.2567,1126.9284,0.181316,-424.235001,-424.22553,-424.224586,-424.268436,37.216,-1992.4433589671,-2005.164221415,-2017.019121443,-1850.542238761
84383,gdb_84384,OC1C=CC(O)C11CO1,2.13085,1.83475,1.19047,2.9887,69.12,-0.2449,-0.01,0.2349,1045.746,0.135413,-458.936463,-458.928249,-458.927305,-458.969303,31.671,-1669.1174641901,-1679.0722669661,-1688.555182974,-1553.328876001
84397,gdb_84398,CC1C=CC(C)C2OC12,2.94098,1.41732,1.12678,1.6315,84.18,-0.2424,0.0232,0.2656,1171.9757,0.183145,-387.096403,-387.087837,-387.086893,-387.129392,33.472,-2042.1477193481,-2055.4371049501,-2067.292004978,-1900.2227538001
84405,gdb_84406,CC1C=CC(C=O)C1=O,2.5338,1.36381,1.10325,2.6291,74.68,-0.2472,-0.0406,0.2066,1146.0551,0.134234,-421.866789,-421.858116,-421.857171,-421.900958,31.288,-1762.0722548871,-1771.7396585411,-1781.22194704,-1647.3736498311
84413,gdb_84414,CN1C=CC(C=O)C1=O,3.05447,1.31147,1.01397,3.4528,72.35,-0.2221,-0.0301,0.192,1156.4685,0.123195,-437.935614,-437.926971,-437.926027,-437.969583,30.48,-1656.656390468,-1665.453439139,-1674.343359142,-1548.209657579
84429,gdb_84430,CC12CC1(O)C=CC2O,2.37424,1.68964,1.27605,2.1993,76.27,-0.2367,0.0043,0.241,1050.9245,0.158222,-423.018094,-423.009298,-423.008354,-423.050823,34.565,-1856.6748842181,-1868.042209753,-1878.711117771,-1727.70170443
84431,gdb_84432,CC12OC1(C)C(O)C=C2,2.42462,1.68926,1.24217,2.3465,75.86,-0.24,-0.0088,0.2311,1070.8747,0.157274,-423.023654,-423.01465,-423.013706,-423.056757,34.576,-1860.1638342581,-1871.4006379211,-1882.069545939,-1731.425342836
84449,gdb_84450,CC1C=CC2(C)CCC12,2.62957,1.48671,1.22317,0.1681,90.58,-0.2331,0.0253,0.2585,1164.2956,0.206615,-351.167522,-351.158746,-351.157802,-351.200297,35.141,-2223.1087647681,-2238.0441064771,-2251.084998515,-2067.934574194
84450,gdb_84451,CC1C=CC2(C)COC12,2.73071,1.55696,1.2529,1.613,83.6,-0.2403,0.0185,0.2588,1106.6289,0.182919,-387.092129,-387.083596,-387.082651,-387.124828,33.336,-2039.4657458821,-2052.7758392811,-2064.6301118,-1897.3588027241
84462,gdb_84463,CC1C=CC2(OC12)C#C,4.23984,1.19085,1.04238,1.8786,81.08,-0.2473,-0.0129,0.2345,1166.195,0.134518,-384.64465,-384.636476,-384.635532,-384.677051,31.816,-1759.3538858991,-1769.3350440531,-1778.817960061,-1643.8018686031
84477,gdb_84478,OC1C=CC2(CC12)C=O,3.88718,1.17048,1.02027,2.3147,74.89,-0.2475,-0.0229,0.2246,1155.701,0.135725,-421.828234,-421.820206,-421.819262,-421.860793,30.72,-1737.8786453921,-1747.950792351,-1757.433708359,-1622.169750846
84486,gdb_84487,CN1C=NC2(CC2)C1=N,3.13529,1.5273,1.12472,3.2231,80.89,-0.2129,-0.0033,0.2096,1098.0659,0.148845,-398.145456,-398.1371,-398.136155,-398.178531,31.223,-1763.792257056,-1774.546506298,-1784.621790802,-1641.309402855
84493,gdb_84494,CC1C(O)C=CC11CO1,2.58529,1.54514,1.14632,1.4292,76.84,-0.2495,-0.0054,0.2441,1102.1202,0.158941,-423.013681,-423.005202,-423.004258,-423.046602,32.974,-1853.9056870011,-1865.471932889,-1876.140840907,-1725.052988941
84508,gdb_84509,CC1C=CC23CC12CC3,2.8403,1.64076,1.37253,0.3173,86.86,-0.2138,0.0181,0.2319,1047.8984,0.184263,-349.927164,-349.919437,-349.918493,-349.958764,31.956,-2072.62457646,-2086.4410696221,-2098.29596965,-1930.084024583
84510,gdb_84511,CC1C=CC23CC12OC3,2.82956,1.71302,1.42609,1.5106,79.2,-0.2235,0.008,0.2315,993.0712,0.160228,-385.839229,-385.831752,-385.830808,-385.870676,30.403,-1881.1113396961,-1893.3069771111,-1903.975885129,-1751.5897170421
84524,gdb_84525,CC1C=CC2C(C#N)C12,2.19618,1.75484,1.41925,4.1403,80.39,-0.2455,-0.0009,0.2445,1012.9036,0.14906,-364.828166,-364.820274,-364.81933,-364.860379,30.643,-1862.2408890481,-1873.2875574841,-1883.363469497,-1739.8333359271
84530,gdb_84531,CC1C=CC2C(C=O)C12,2.37044,1.47801,1.19989,3.4693,81.54,-0.228,-0.0158,0.2122,1115.0827,0.159543,-385.897593,-385.889402,-385.888458,-385.930344,31.57,-1917.735274972,-1929.4828709611,-1940.151778979,-1789.0319240541
84543,gdb_84544,CC1C=CC2C1OC2=O,3.73784,1.32299,1.11313,4.2016,73.34,-0.2529,-0.0062,0.2466,1097.8404,0.137127,-421.869819,-421.862332,-421.861388,-421.901886,28.759,-1763.9736071571,-1774.3852364851,-1783.868152493,-1647.9559781831
84559,gdb_84560,CC1C=CC2C3OC1C23,2.94754,1.82868,1.4029,1.519,79.56,-0.2182,0.0195,0.2376,973.246,0.161134,-385.863505,-385.856403,-385.855459,-385.894628,29.401,-1896.34474818,-1908.7757014701,-1919.444609488,-1766.6198126101
84569,gdb_84570,CC1C=CC2C3CC3C12,2.60119,1.81043,1.4069,0.2884,85.78,-0.2342,0.0251,0.2594,1017.0589,0.18486,-349.934333,-349.926833,-349.925888,-349.965808,31.17,-2077.123188481,-2091.0821261861,-2102.936398705,-1934.504197979
84577,gdb_84578,CC1C=CC2N=COC12,2.75746,1.84351,1.30165,1.8075,75.81,-0.2468,0.0083,0.2551,990.875,0.150347,-401.979725,-401.97242,-401.971476,-402.01166,28.529,-1820.669672816,-1832.0840615261,-1842.159973539,-1697.8316485211
84582,gdb_84583,CC1C=CC2CC(=O)N12,2.34686,2.04096,1.23716,3.4546,77.3,-0.2389,0.0027,0.2416,1015.8669,0.149001,-401.977415,-401.969785,-401.968841,-402.009489,29.793,-1819.2201270261,-1830.4305753111,-1840.506487324,-1696.4693264821
84592,gdb_84593,CC12CC(O1)C=CC2O,2.3312,2.07751,1.39937,2.025,75.01,-0.2415,-0.0031,0.2384,974.8179,0.160031,-423.016645,-423.008874,-423.00793,-423.048315,31.711,-1855.7656236771,-1867.776145937,-1878.445053955,-1726.127911858
84608,gdb_84609,NC1C=CC2OC12C#N,2.65834,1.60354,1.23283,3.3346,70.55,-0.2549,-0.032,0.2228,1008.8782,0.113684,-416.792934,-416.785321,-416.784377,-416.824988,29.094,-1555.195087767,-1563.7499179641,-1572.046841962,-1452.180072782
84618,gdb_84619,CC1N=CN2CC12C=O,2.40555,1.69709,1.27823,2.6903,72.95,-0.2576,-0.04,0.2176,1023.9531,0.135901,-418.001355,-417.993337,-417.992393,-418.033956,30.061,-1685.638521142,-1695.716315682,-1705.19923169,-1569.595791808
84622,gdb_84623,OC1C=CC2OC12C=O,2.49707,1.63013,1.29491,3.4286,66.55,-0.2613,-0.0466,0.2146,992.3152,0.111621,-457.748097,-457.740409,-457.739465,-457.780377,28.957,-1551.25872381,-1559.766490832,-1568.06341483,-1448.489692353
84631,gdb_84632,CC1C=CC2OC1C=C2,2.73009,1.82471,1.5118,1.5735,79.02,-0.2306,-0.002,0.2286,959.6943,0.161409,-385.893524,-385.88634,-385.885396,-385.924663,29.769,-1915.1819408511,-1927.5614384031,-1938.230346421,-1785.4670454251
84642,gdb_84643,CN1C=CC2OC2C1=O,2.76545,1.76819,1.18092,3.4506,72.08,-0.2242,-0.0223,0.2019,1017.2498,0.125279,-437.906981,-437.899243,-437.898299,-437.939668,28.822,-1638.688925271,-1648.0538695871,-1656.94378959,-1529.437725844
84651,gdb_84652,CC1C2NC2C=CC1O,2.33861,1.79536,1.36767,3.1802,79.27,-0.2353,0.0037,0.239,1030.5401,0.173394,-403.13891,-403.130982,-403.130038,-403.170786,32.211,-1920.217073067,-1933.0176291581,-1944.279533181,-1783.9710639691
84667,gdb_84668,OC1C=CC2NC2C=C1,2.37277,1.82332,1.53412,3.5401,77.87,-0.2372,-0.0013,0.2359,958.3835,0.150762,-401.921194,-401.913989,-401.913045,-401.952347,29.703,-1783.9409435371,-1795.418083147,-1805.49399516,-1660.612207204
84678,gdb_84679,OC1C=CC2OC=NC12,2.89349,1.84168,1.32371,2.2798,68.44,-0.2557,-0.0032,0.2525,936.7917,0.127224,-437.9074,-437.900606,-437.899662,-437.938657,26.885,-1638.9518515421,-1648.9091643541,-1657.799084357,-1528.803314245
84685,gdb_84686,CC1C=CC2OCC12C,2.17796,1.785,1.37847,2.0194,82.26,-0.2394,0.0112,0.2507,1064.0387,0.182993,-387.088498,-387.080012,-387.079068,-387.121173,33.291,-2037.1872607031,-2050.5268470251,-2062.381747053,-1895.0652573291
84698,gdb_84699,OC1C=CC2COC1C2,2.81447,1.66732,1.41283,2.7019,75.17,-0.2402,0.0046,0.2449,983.1758,0.162362,-423.038606,-423.03131,-423.030366,-423.069983,29.749,-1869.5463488261,-1881.8549378611,-1892.523845879,-1739.7247768701
84701,gdb_84702,CC1C=CC2CCC=C12,2.81523,1.55882,1.09234,0.1577,89.76,-0.2247,0.0232,0.248,1160.8836,0.184813,-349.980094,-349.972232,-349.971288,-350.012172,31.724,-2105.8386278301,-2119.5704072771,-2131.425307305,-1963.5980252551
84719,gdb_84720,CC1C=CC=C(C)C=C1,2.56844,1.4011,1.15753,0.2377,94.82,-0.2057,-0.0273,0.1784,1191.736,0.18352,-349.983356,-349.974566,-349.973622,-350.01631,34.335,-2107.8855621881,-2121.0350132831,-2132.889913311,-1966.194657497
84727,gdb_84728,OC1C=CC=CC2OC12,2.58778,1.73006,1.15515,1.6513,77.11,-0.2281,-0.0456,0.1825,1046.972,0.137384,-421.806614,-421.799031,-421.798087,-421.838996,29.58,-1724.3119008121,-1734.663289276,-1744.146205284,-1608.491937173
84730,gdb_84731,CC1C=CC=CCC1=O,2.48232,1.58941,1.06353,2.2578,84.36,-0.236,-0.0307,0.2052,1148.7811,0.159423,-385.928577,-385.920184,-385.91924,-385.961673,32.342,-1937.1780138281,-1948.7988529991,-1959.467761017,-1808.6911535151
84749,gdb_84750,CC1N=CNC(=O)C1O,2.19818,1.88491,1.2322,2.5377,69.52,-0.2568,-0.0317,0.2251,1021.536,0.137305,-455.195181,-455.187003,-455.186059,-455.227724,31.205,-1670.590227813,-1680.566993404,-1690.049909412,-1554.255079285
84754,gdb_84755,OC1C=CNC(=O)C1O,2.07495,1.95901,1.1917,4.6741,67.16,-0.2365,-0.0268,0.2097,1020.8524,0.125253,-475.057612,-475.049429,-475.048485,-475.090314,31.218,-1596.5353806871,-1605.620455989,-1614.510375992,-1487.037570223
84763,gdb_84764,CC1C=CCC1(C)C#C,2.22293,1.50551,1.21402,0.5879,89.11,-0.2406,0.0209,0.2614,1156.4929,0.181223,-349.939129,-349.929837,-349.928893,-349.972426,36.595,-2080.132721645,-2092.9671632221,-2104.82206325,-1938.657052541
84774,gdb_84775,NC1C=CCC1(N)C#N,2.27644,1.54577,1.24736,5.7818,77.07,-0.2483,-0.0036,0.2447,1078.24,0.149352,-398.136809,-398.128032,-398.127087,-398.169945,33.58,-1758.3661867331,-1768.8562546861,-1778.93153919,-1635.921610581
84780,gdb_84781,CC1C=CCC1(O)C=O,2.08995,1.57581,1.32044,2.728,76.37,-0.247,-0.0298,0.2172,1086.3724,0.157272,-423.047064,-423.037896,-423.036951,-423.081148,34.264,-1874.853819948,-1885.9877121351,-1896.655992644,-1746.7309148551
84795,gdb_84796,CC1C=CCN1C(N)=O,2.61507,1.50534,1.03237,3.7618,77.81,-0.2269,0.0117,0.2386,1164.5899,0.160229,-419.261306,-419.252419,-419.251474,-419.294828,33.528,-1848.417493287,-1859.727087994,-1870.395368503,-1719.5817379701
